logWA,perOM,perCafdm,perNafdm,perPafdm,CNafdm,CPafdm,NPafdm,numPerGafdm,mgCgAFDM,mgNgAFDM,perL53_afdm,RDA1,PC1
1,-0.8509489877715382,0.4784008279744383,0.8879912689891432,0.8559659139314845,-0.8303627373282323,-0.737150909593536,-0.2107216033270582,0.7494106204374658,0.5914766199215462,0.47004982644373505,0.41114310138948434,-0.9118387956721061,5.713394070252466e-18
-0.8509489877715382,1,-0.24238091358092356,-0.7017896440027845,-0.9213731531174112,0.7309316532085671,0.9028524147117006,0.5916967623812841,-0.7286040186708063,-0.42721327834708817,-0.2830384683010765,-0.4473457396846806,0.8827230200445623,-0.3949066681821017
0.4784008279744383,-0.24238091358092356,1,0.6046897865592349,0.3894198589664599,-0.19437938344472147,-0.021440096429201947,0.19237645960906302,0.3011232803020856,0.4809214042648581,0.4427996728004307,0.03105330859649353,-0.4371833079122895,-0.521454849033133
0.8879912689891432,-0.7017896440027845,0.6046897865592349,1,0.8175065278532835,-0.8988089555830994,-0.6447305134417051,0.016913995740384498,0.6094527374259683,0.7443742341721027,0.641578103660734,0.32428434455246097,-0.9066483307579403,-0.25072976407779074
0.8559659139314845,-0.9213731531174112,0.3894198589664599,0.8175065278532835,1,-0.7925248862230847,-0.9291978322946164,-0.5620096436928025,0.7678930399324465,0.5545315391927772,0.41151120347088826,0.4703589865716491,-0.9571441641617643,0.2950205051366465
-0.8303627373282323,0.7309316532085671,-0.19437938344472147,-0.8988089555830994,-0.7925248862230847,1,0.7822543315948206,0.08504498718467281,-0.5848794771911847,-0.6520958789342053,-0.5464722135738546,-0.3823001066515822,0.8760253780866181,0.021812280065679857
-0.737150909593536,0.9028524147117006,-0.021440096429201947,-0.6447305134417051,-0.9291978322946164,0.7822543315948206,1,0.6872290951276118,-0.7126857261745231,-0.4089458728902416,-0.26900029099759065,-0.49809341990316874,0.8635142643670105,-0.5294695306821714
-0.2107216033270582,0.5916967623812841,0.19237645960906302,0.016913995740384498,-0.5620096436928025,0.08504498718467281,0.6872290951276118,1,-0.45785255010168924,0.10633877008662791,0.20700224834905706,-0.3508584613944177,0.3595826391791564,-0.8722828946325035
0.7494106204374658,-0.7286040186708063,0.3011232803020856,0.6094527374259683,0.7678930399324465,-0.5848794771911847,-0.7126857261745231,-0.45785255010168924,1,0.388570481988125,0.2614813372985305,0.5461759981450666,-0.7934254182129855,0.3251516438498229
0.5914766199215462,-0.42721327834708817,0.4809214042648581,0.7443742341721027,0.5545315391927772,-0.6520958789342053,-0.4089458728902416,0.10633877008662791,0.388570481988125,1,0.9680567758807244,0.2413132666386794,-0.7194322760554542,-0.45820050915716426
0.47004982644373505,-0.2830384683010765,0.4427996728004307,0.641578103660734,0.41151120347088826,-0.5464722135738546,-0.26900029099759065,0.20700224834905706,0.2614813372985305,0.9680567758807244,1,0.21986907383913773,-0.5976881855371401,-0.5424034524361675
0.41114310138948434,-0.4473457396846806,0.03105330859649353,0.32428434455246097,0.4703589865716491,-0.3823001066515822,-0.49809341990316874,-0.3508584613944177,0.5461759981450666,0.2413132666386794,0.21986907383913773,1,-0.5253443480398843,0.36925883715024305
-0.9118387956721061,0.8827230200445623,-0.4371833079122895,-0.9066483307579403,-0.9571441641617643,0.8760253780866181,0.8635142643670105,0.3595826391791564,-0.7934254182129855,-0.7194322760554542,-0.5976881855371401,-0.5253443480398843,1,-0.09780377655420508
5.713394070252466e-18,-0.3949066681821017,-0.521454849033133,-0.25072976407779074,0.2950205051366465,0.021812280065679857,-0.5294695306821714,-0.8722828946325035,0.3251516438498229,-0.45820050915716426,-0.5424034524361675,0.36925883715024305,-0.09780377655420508,1
